%
%
% Run:000   Table:buoys             SWASH version: 7.01
%
%       Tsec          Watlev        Vmag     
%       [s]           [m]           [m/s]    
%
 409500.00000        0.1307      0.206547 
 409500.00000        0.1431      0.150033 
 409500.00000        0.1524      0.079066 
 409500.00000        0.1559      0.000000 
 409800.00000        0.0871      0.209779 
 409800.00000        0.0839      0.152951 
 409800.00000        0.0818      0.080912 
 409800.00000        0.0811      0.000000 
 410100.00000        0.0433      0.198960 
 410100.00000        0.0258      0.143674 
 410100.00000        0.0131      0.075643 
 410100.00000        0.0084      0.000000 
 410400.00000       -0.0004      0.176892 
 410400.00000       -0.0280      0.124507 
 410400.00000       -0.0483      0.064514 
 410400.00000       -0.0558      0.000000 
 410700.00000       -0.0441      0.148417 
 410700.00000       -0.0757      0.099737 
 410700.00000       -0.0990      0.050121 
 410700.00000       -0.1075      0.000000 
 411000.00000       -0.0876      0.119561 
 411000.00000       -0.1164      0.074686 
 411000.00000       -0.1375      0.035644 
 411000.00000       -0.1453      0.000000 
 411300.00000       -0.1308      0.096381 
 411300.00000       -0.1506      0.054598 
 411300.00000       -0.1653      0.024064 
 411300.00000       -0.1706      0.000000 
 411600.00000       -0.1738      0.083649 
 411600.00000       -0.1805      0.043572 
 411600.00000       -0.1856      0.017680 
 411600.00000       -0.1875      0.000000 
 411900.00000       -0.2163      0.083803 
 411900.00000       -0.2088      0.043739 
 411900.00000       -0.2033      0.017766 
 411900.00000       -0.2013      0.000000 
 412200.00000       -0.2585      0.096525 
 412200.00000       -0.2384      0.054858 
 412200.00000       -0.2237      0.024241 
 412200.00000       -0.2183      0.000000 
 412500.00000       -0.3003      0.118940 
 412500.00000       -0.2719      0.074390 
 412500.00000       -0.2512      0.035584 
 412500.00000       -0.2436      0.000000 
 412800.00000       -0.3415      0.146163 
 412800.00000       -0.3109      0.098049 
 412800.00000       -0.2887      0.049228 
 412800.00000       -0.2805      0.000000 
 413100.00000       -0.3823      0.172182 
 413100.00000       -0.3560      0.120732 
 413100.00000       -0.3367      0.062269 
 413100.00000       -0.3297      0.000000 
 413400.00000       -0.4224      0.191169 
 413400.00000       -0.4061      0.137588 
 413400.00000       -0.3937      0.072070 
 413400.00000       -0.3891      0.000000 
 413700.00000       -0.4617      0.198890 
 413700.00000       -0.4588      0.145004 
 413700.00000       -0.4560      0.076622 
 413700.00000       -0.4548      0.000000 
 414000.00000       -0.5002      0.193617 
 414000.00000       -0.5113      0.141312 
 414000.00000       -0.5188      0.074828 
 414000.00000       -0.5214      0.000000 
 414300.00000       -0.5377      0.176241 
 414300.00000       -0.5608      0.127063 
 414300.00000       -0.5772      0.066835 
 414300.00000       -0.5832      0.000000 
 414600.00000       -0.5741      0.149818 
 414600.00000       -0.6049      0.104854 
 414600.00000       -0.6272      0.054129 
 414600.00000       -0.6353      0.000000 
 414900.00000       -0.6093      0.118929 
 414900.00000       -0.6423      0.078762 
 414900.00000       -0.6661      0.039182 
 414900.00000       -0.6748      0.000000 
 415200.00000       -0.6433      0.088931 
 415200.00000       -0.6725      0.053505 
 415200.00000       -0.6935      0.024790 
 415200.00000       -0.7011      0.000000 
 415500.00000       -0.6759      0.064966 
 415500.00000       -0.6963      0.033535 
 415500.00000       -0.7108      0.013479 
 415500.00000       -0.7161      0.000000 
 415800.00000       -0.7072      0.050912 
 415800.00000       -0.7156      0.022183 
 415800.00000       -0.7212      0.007122 
 415800.00000       -0.7232      0.000000 
 416100.00000       -0.7372      0.048581 
 416100.00000       -0.7327      0.021028 
 416100.00000       -0.7289      0.006671 
 416100.00000       -0.7274      0.000000 
 416400.00000       -0.7658      0.057438 
 416400.00000       -0.7502      0.029621 
 416400.00000       -0.7383      0.011901 
 416400.00000       -0.7338      0.000000 
 416700.00000       -0.7930      0.074786 
 416700.00000       -0.7703      0.045577 
 416700.00000       -0.7532      0.021385 
 416700.00000       -0.7468      0.000000 
 417000.00000       -0.8188      0.096255 
 417000.00000       -0.7943      0.065058 
 417000.00000       -0.7760      0.032832 
 417000.00000       -0.7692      0.000000 
 417300.00000       -0.8431      0.116543 
 417300.00000       -0.8226      0.083554 
 417300.00000       -0.8071      0.043671 
 417300.00000       -0.8014      0.000000 
 417600.00000       -0.8659      0.130514 
 417600.00000       -0.8544      0.096769 
 417600.00000       -0.8452      0.051556 
 417600.00000       -0.8417      0.000000 
 417900.00000       -0.8870      0.134365 
 417900.00000       -0.8878      0.101463 
 417900.00000       -0.8872      0.054683 
 417900.00000       -0.8868      0.000000 
 418200.00000       -0.9065      0.126425 
 418200.00000       -0.9201      0.096055 
 418200.00000       -0.9290      0.052039 
 418200.00000       -0.9321      0.000000 
 418500.00000       -0.9243      0.107315 
 418500.00000       -0.9490      0.080896 
 418500.00000       -0.9663      0.043676 
 418500.00000       -0.9725      0.000000 
 418800.00000       -0.9402      0.079611 
 418800.00000       -0.9724      0.058166 
 418800.00000       -0.9953      0.030825 
 418800.00000       -1.0036      0.000000 
 419100.00000       -0.9543      0.047322 
 419100.00000       -0.9890      0.031429 
 419100.00000       -1.0138      0.015645 
 419100.00000       -1.0227      0.000000 
 419400.00000       -0.9664      0.015259 
 419400.00000       -0.9983      0.004948 
 419400.00000       -1.0208      0.000681 
 419400.00000       -1.0289      0.000000 
 419700.00000       -0.9767      0.011775 
 419700.00000       -1.0008      0.017104 
 419700.00000       -1.0175      0.011679 
 419700.00000       -1.0235      0.000000 
 420000.00000       -0.9850      0.029921 
 420000.00000       -0.9979      0.031421 
 420000.00000       -1.0065      0.019581 
 420000.00000       -1.0095      0.000000 
 420300.00000       -0.9915      0.037047 
 420300.00000       -0.9920      0.036167 
 420300.00000       -0.9915      0.021954 
 420300.00000       -0.9912      0.000000 
 420600.00000       -0.9960      0.033120 
 420600.00000       -0.9854      0.031328 
 420600.00000       -0.9767      0.018758 
 420600.00000       -0.9733      0.000000 
 420900.00000       -0.9988      0.020176 
 420900.00000       -0.9802      0.018716 
 420900.00000       -0.9657      0.011076 
 420900.00000       -0.9603      0.000000 
 421200.00000       -0.9997      0.001957 
 421200.00000       -0.9779      0.001641 
 421200.00000       -0.9613      0.000894 
 421200.00000       -0.9551      0.000000 
 421500.00000       -0.9988      0.016690 
 421500.00000       -0.9793      0.015731 
 421500.00000       -0.9644      0.009385 
 421500.00000       -0.9588      0.000000 
 421800.00000       -0.9960      0.030739 
 421800.00000       -0.9840      0.029184 
 421800.00000       -0.9743      0.017435 
 421800.00000       -0.9706      0.000000 
 422100.00000       -0.9914      0.036094 
 422100.00000       -0.9903      0.035257 
 422100.00000       -0.9885      0.021346 
 422100.00000       -0.9876      0.000000 
 422400.00000       -0.9850      0.030473 
 422400.00000       -0.9962      0.031911 
 422400.00000       -1.0034      0.019891 
 422400.00000       -1.0058      0.000000 
 422700.00000       -0.9767      0.013785 
 422700.00000       -0.9992      0.018907 
 422700.00000       -1.0148      0.012801 
 422700.00000       -1.0204      0.000000 
 423000.00000       -0.9664      0.012032 
 423000.00000       -0.9972      0.002150 
 423000.00000       -1.0191      0.000938 
 423000.00000       -1.0270      0.000000 
 423300.00000       -0.9543      0.043435 
 423300.00000       -0.9888      0.028131 
 423300.00000       -1.0133      0.013814 
 423300.00000       -1.0222      0.000000 
 423600.00000       -0.9402      0.075852 
 423600.00000       -0.9730      0.054955 
 423600.00000       -0.9962      0.029005 
 423600.00000       -1.0046      0.000000 
 423900.00000       -0.9243      0.104402 
 423900.00000       -0.9503      0.078354 
 423900.00000       -0.9684      0.042152 
 423900.00000       -0.9749      0.000000 
 424200.00000       -0.9066      0.124813 
 424200.00000       -0.9218      0.094656 
 424200.00000       -0.9320      0.051185 
 424200.00000       -0.9356      0.000000 
 424500.00000       -0.8871      0.134286 
 424500.00000       -0.8896      0.101487 
 424500.00000       -0.8906      0.054761 
 424500.00000       -0.8907      0.000000 
 424800.00000       -0.8659      0.132075 
 424800.00000       -0.8563      0.098241 
 424800.00000       -0.8483      0.052516 
 424800.00000       -0.8452      0.000000 
 425100.00000       -0.8431      0.119619 
 425100.00000       -0.8240      0.086229 
 425100.00000       -0.8093      0.045224 
 425100.00000       -0.8038      0.000000 
 425400.00000       -0.8188      0.100317 
 425400.00000       -0.7949      0.068460 
 425400.00000       -0.7769      0.034694 
 425400.00000       -0.7702      0.000000 
 425700.00000       -0.7930      0.078955 
 425700.00000       -0.7699      0.049088 
 425700.00000       -0.7526      0.023338 
 425700.00000       -0.7462      0.000000 
 426000.00000       -0.7658      0.060845 
 426000.00000       -0.7490      0.032589 
 426000.00000       -0.7363      0.013663 
 426000.00000       -0.7316      0.000000 
 426300.00000       -0.7372      0.050666 
 426300.00000       -0.7310      0.022886 
 426300.00000       -0.7259      0.007828 
 426300.00000       -0.7239      0.000000 
 426600.00000       -0.7072      0.051395 
 426600.00000       -0.7136      0.022569 
 426600.00000       -0.7177      0.007331 
 426600.00000       -0.7191      0.000000 
 426900.00000       -0.6759      0.063727 
 426900.00000       -0.6944      0.032362 
 426900.00000       -0.7075      0.012707 
 426900.00000       -0.7122      0.000000 
 427200.00000       -0.6432      0.086066 
 427200.00000       -0.6710      0.050974 
 427200.00000       -0.6910      0.023294 
 427200.00000       -0.6983      0.000000 
 427500.00000       -0.6093      0.114919 
 427500.00000       -0.6415      0.075336 
 427500.00000       -0.6649      0.037267 
 427500.00000       -0.6734      0.000000 
 427800.00000       -0.5741      0.145505 
 427800.00000       -0.6052      0.101174 
 427800.00000       -0.6275      0.052053 
 427800.00000       -0.6356      0.000000 
 428100.00000       -0.5377      0.172527 
 428100.00000       -0.5619      0.123837 
 428100.00000       -0.5791      0.064927 
 428100.00000       -0.5853      0.000000 
 428400.00000       -0.5002      0.191173 
 428400.00000       -0.5131      0.139192 
 428400.00000       -0.5219      0.073552 
 428400.00000       -0.5251      0.000000 
 428700.00000       -0.4618      0.198145 
 428700.00000       -0.4610      0.144453 
 428700.00000       -0.4598      0.076363 
 428700.00000       -0.4593      0.000000 
 429000.00000       -0.4224      0.192390 
 429000.00000       -0.4083      0.138776 
 429000.00000       -0.3975      0.072877 
 429000.00000       -0.3935      0.000000 
 429300.00000       -0.3823      0.175354 
 429300.00000       -0.3579      0.123491 
 429300.00000       -0.3397      0.063878 
 429300.00000       -0.3330      0.000000 
 429600.00000       -0.3416      0.150754 
 429600.00000       -0.3119      0.101885 
 429600.00000       -0.2902      0.051330 
 429600.00000       -0.2823      0.000000 
 429900.00000       -0.3003      0.123937 
 429900.00000       -0.2717      0.078581 
 429900.00000       -0.2510      0.037917 
 429900.00000       -0.2434      0.000000 
 430200.00000       -0.2585      0.100850 
 430200.00000       -0.2372      0.058589 
 430200.00000       -0.2217      0.026439 
 430200.00000       -0.2160      0.000000 
 430500.00000       -0.2163      0.086686 
 430500.00000       -0.2068      0.046258 
 430500.00000       -0.1999      0.019298 
 430500.00000       -0.1973      0.000000 
 430800.00000       -0.1737      0.084637 
 430800.00000       -0.1782      0.044360 
 430800.00000       -0.1814      0.018102 
 430800.00000       -0.1825      0.000000 
 431100.00000       -0.1308      0.095231 
